Unnamed: 0,words,RMSE,trend_points
239,de_Thomas_Hobbes,14.495143407648744,4
240,de_Thomas_Häßler,16.834792720236283,6
241,de_Thomas_Jane,13.455221870222859,4
242,de_Thomas_Jonathan_Jackson,14.375855643140795,3
243,de_Thomas_Karaoglan,16.624192653777865,6
244,de_Thomas_Kretschmann,15.126132715861369,2
245,de_Thomas_Lister_junior,15.923587889642851,4
246,de_Thomas_Loibl,14.765148480955824,3
247,de_Thomas_Morgenstern,14.478786511201612,5
248,de_Thomas_Morus,15.127126866457678,3
249,de_Thomas_Müntzer,14.455268091675219,5
250,de_Thomas_Nero_Wolff,14.61336926717377,1
251,de_Thomas_Newman,15.3185601980026,3
252,de_Thomas_Ohrner,14.732825430200501,3
253,de_Thomas_Pynchon,13.89804207506458,3
254,de_Thomas_Rauscher_(Synchronsprecher),14.957879369444964,3
255,de_Thomas_Rühmann,14.513416664780898,3
256,de_Thomas_Thieme,14.922442955470347,3
257,de_Thomas_Tuchel,14.84467492499248,3
258,de_Thomas_de_Maizière,15.322291505303465,5
259,de_Thor_Heyerdahl,14.73917375065967,3
260,de_Thor_Steinar,14.626379921906269,3
261,de_Thorax,16.45109394935656,7
262,de_Thoraxdrainage,14.205912568308804,3
263,de_Thorsten_Legat,14.984016922956812,5
264,de_Thorsten_Nindel,16.793705752725685,6
265,de_Thot,15.263357638720178,3
266,de_Thraker,16.47858001129856,7
267,de_Thrash_Metal,17.6188554345513,5
268,de_Thrombotisch-thrombozytopenische_Purpura,14.137064560993679,5
269,de_Thrombozytopenie,15.04194267029059,5
270,de_Thujon,14.90760427821717,2
271,de_Thun,16.81924043562221,6
272,de_Thunfische,14.276611466449268,2
273,de_Thurn_und_Taxis,14.089264456414757,2
274,de_Thusnelda,15.274726870903313,7
275,de_Thymus,14.53227118759638,5
276,de_Thyreotropin,13.726355330872645,5
277,de_ThyssenKrupp,13.4944585627369,6
278,de_Thích_Nhất_Hạnh,14.828799636941115,1
279,de_Thüringer_Klöße,14.915336249695955,3
280,de_Tia_Carrere,16.435408669616407,6
281,de_Tianjin,14.676303896656034,3
282,de_Tian’anmen-Massaker,15.251501618431584,5
283,de_Tian’anmen-Platz,16.632776828907424,6
284,de_Tiber,16.008002898613473,7
285,de_Tic,13.234654056944244,4
286,de_Tic-Tac-Toe,11.39804886427572,3
287,de_Tic_Tac_Toe_(Band),18.152633027215078,5
288,de_Ticonderoga-Klasse_(Kreuzer),12.770449984641395,7
289,de_Tidenhub,15.737952679218033,8
290,de_Tiefdruckgebiet,27.43756682764629,6
291,de_Tiefenpsychologie,15.477437335694619,7
292,de_Tiefentladung,18.06677831248106,8
293,de_Tiefgreifende_Entwicklungsstörung,115.40166476473514,5
294,de_Tiefsee,17.15147549889807,8
295,de_Tiefsee-Anglerfische,14.369596664794686,5
296,de_Tierarzt,15.121424132091484,5
297,de_Tierversuch,13.159257687119212,4
298,de_Tiffani_Thiessen,14.628978189432173,4
299,de_Tiflis,12.344169555254151,6
300,de_Tiger_Balm,18.176606155274747,5
301,de_Tiger_Woods,19.094304282949548,3
302,de_Tigerhai,31.62095727371303,5
303,de_Tigerpython,15.461100829474564,6
304,de_Tigerstaaten,13.399760248678632,6
305,de_Tigrinya_(Sprache),202.0280361113388,7
306,de_Tigris,1480.0593992847726,9
307,de_Tijuana,11.032171630307353,7
308,de_Tilapia,9.421296431989939,6
309,de_Tilgung_(Geldverkehr),16.55791418478475,2
310,de_Tilgungsdarlehen,16.947262382440467,6
311,de_Tilman_Pörzgen,10.014602610476024,5
312,de_Tilo_Prückner,14.780666622289448,5
313,de_Tilt-und-Shift-Objektiv,10.811925661453293,8
314,de_Tim_Allen,9.948154728578725,5
315,de_Tim_Bergmann,9.710894294606105,6
316,de_Tim_Cook,35.856423753020614,2
317,de_Tim_Curry,15.233373604510222,8
318,de_Tim_Kang,14.839068861979985,5
319,de_Tim_Mälzer,16.08210021005933,10
320,de_Tim_Oliver_Schultz,15.704139134692928,5
321,de_Tim_Robbins,15.01739221579056,7
322,de_Tim_Sander,16.40457882635426,5
323,de_Tim_Wiese,14.691350843215695,2
324,de_Timbaland,14.079598423605097,5
325,de_Times_Square,14.76226271552553,8
326,de_Timișoara,14.132186516564774,3
327,de_Timm_Thaler,17.53461834003949,4
328,de_Timm_Thaler_(1979),19.18470182616329,11
329,de_Timmo_Niesner,16.961290430531484,4
330,de_Timo_Werner,13.976333762920243,5
331,de_Timothy_Dalton,13.905436758050287,5
332,de_Timothy_McVeigh,11.366679864847825,4
333,de_Timothy_Olyphant,12.559889352609575,41
334,de_Timothée_Kolodziejczak,15.275110427213844,3
335,de_Timur,16.426021779938353,7
336,de_Tina_Fey,15.298152622444661,4
337,de_Tina_Maze,17.45094109078123,1
338,de_Tina_Ruland,17.60384722707005,10
339,de_Tina_Weirather,17.233888822093608,6
340,de_Tino_Brandt,18.617208101760003,5
341,de_Tinte,14.645471353694287,3
342,de_Tinto_Brass,14.787003242874134,4
343,de_Tippi_Hedren,14.543133921630087,6
344,de_Tirol,19.17895613793812,6
345,de_Tischler,19.41911372296416,4
346,de_Titan,14.17263497582714,8
347,de_Titan(IV)-oxid,14.14538733859467,6
348,de_Titan_(Element),15.013962132323966,6
349,de_Titan_(Mond),14.854175900421634,7
350,de_Titan_(Robertson),14.743518002924619,5
351,de_Titanic,14.410991531356402,5
352,de_Titanic_II_(Schiff),15.076529309270278,7
353,de_Titisee-Neustadt,15.031205715643926,7
354,de_Titration,16.289059591940422,7
355,de_Titus,22.06763543139157,2
356,de_Titus_Welliver,16.273674456156662,5
357,de_Tizanidin,14.54438985910158,2
358,de_Tizian,14.259687416627223,6
359,de_Tjumen,14.76815737143918,5
360,de_Tobago,14.417374729403535,3
361,de_Tobasee,14.749724190959828,4
362,de_Tobey_Maguire,12.66057814031002,9
363,de_Tobias_Meister,13.889016710447507,6
364,de_Tobias_Moretti,33.930573963972634,9
365,de_Toblerone,15.026375894906176,2
366,de_Toby_Jones,13.838833292242846,5
367,de_Toby_Stephens,15.791809842637944,4
368,de_Tochtergesellschaft,17.390875772657658,8
369,de_Tocotronic,17.647792688984207,4
370,de_Tod_auf_dem_Nil,14.76287560893524,6
371,de_Tod_eines_Handlungsreisenden,16.168647015508398,7
372,de_Todd_Grinnell,13.957715800973947,5
373,de_Todesfuge,15.862685103473606,7
374,de_Todesmärsche_von_KZ-Häftlingen,15.357778993796382,5
375,de_Todesnacht_von_Stammheim,15.41425260764634,5
376,de_Todesopfer_an_der_Berliner_Mauer,14.388139916145699,4
377,de_Todesschwadron,15.187756311079333,5
378,de_Todesstrafe,17.418480716631848,4
379,de_Todeszug_nach_Yuma,19.283296452591127,4
380,de_Tofu,15.880551356457836,4
381,de_Tohuwabohu,16.05381317377327,2
382,de_Toilette,15.453155768951648,5
383,de_Toilettenpapier,15.794069813901773,5
384,de_Tokarew_TT-33,15.90591765923851,5
385,de_Tokelau,13.927832947470081,4
386,de_Token,15.326713387445777,5
